ID,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,ra,dec,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
347566317,20190415,,,,03303531+4508334,1237670960560080136,J033035.33+450833.6,241930113307053440,,,STAR,tmgaia2,52.647140078107,45.1426217059865,tmgaia2,4.91615,0.294964,-2.18773,0.219762,gaia2,0.447989,0.146098,gaia2,150.139021563009,-9.15722769007661,61.7482454687454,25.2989819884973,20.156,0.18,18.7342,0.048,22.672,0.336366,19.534,0.012729,18.1399,0.0072198,17.5937,0.00665203,17.2412,0.0129139,15.978,0.07,15.283,0.081,14.902,0.093,AAA-222-111-000-0-0,nan,15.087,0.036,15.283,0.097,12.464,nan,8.943,nan,18.1378,0.001402,17.2483,0.0077,rered,gaia2,4307.0,126.0,4.14724,nan,nan,nan,1.14407,nan,0.67,nan,0.44742,nan,DWARF,0.4057891,nan,1997.42,623.425,0.225075,0.008707315,,nan,,,nan,0.0115953,0.00581933,panstarrs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,467.95,778.9,bj2018,nan,nan,dered,19.0465,0.021426,17.2381,0.005905,1,,gaia2,bpbj,,4.95261407994125,3.4072712778912,52.6471700872141,45.1426122865973,0.118671610215157,0.0808883948496551,1,0,47515176
642848840,20190415,,,,,1237670960560015518,,241932346690212864,,,STAR,gaia2,52.4380678960803,45.135331922566,gaia2,2.25818,1.23194,1.28729,0.740328,gaia2,0.073178,0.692455,gaia2,150.021114682757,-9.24809148906966,61.5888937511344,25.3314253502695,nan,nan,20.1124,0.0595,22.5021,0.279502,20.6489,0.0253213,19.6878,0.0175576,19.3324,0.018308,19.0654,0.0461609,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.7553,0.004425,19.0528,0.0119,rered,gaia2,4899.0,206.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,DWARF,nan,nan,1914.59,1124.47,0.172931,0.0155236954,,nan,,,nan,0.0218135,0.00923389,panstarrs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,826.85,1422.09,bj2018,nan,nan,dered,20.4349,0.065459,19.0546,0.041742,1,,gaia2,,,20.6839164596619,11.4789771805548,52.4380816786749,45.1353374650655,0.470707449590528,0.298938630226515,1,0,47896123
353883015,20190415,,,,03294109+4450084,1237670960559948901,J032941.05+445008.4,241642938911711232,,,STAR,tmgaia2,52.4212295415253,44.8356561184394,tmgaia2,0.29627,0.314865,-2.35384,0.190232,gaia2,0.471043,0.136974,gaia2,150.185765307723,-9.50019636554787,61.4874533702807,25.0459061487676,19.218,0.092,18.2788,0.0471,21.2354,0.107322,18.8704,0.00885155,17.778,0.00619339,17.3303,0.00590558,17.0657,0.0118764,15.907,0.068,15.372,0.104,15.235,0.128,AAB-222-111-000-0-0,nan,15.047,0.038,15.105,0.082,12.134,nan,9.151,nan,17.8371,0.0013,17.0622,0.0086,rered,gaia2,4595.0,126.0,4.31249,nan,nan,nan,0.987303,nan,0.73,nan,0.758529,nan,DWARF,0.391505063,nan,1929.68,555.84,0.176293,0.0106904348,,nan,,,nan,0.00873367,0.0126472,panstarrs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,423.77,687.91,bj2018,nan,nan,dered,18.5234,0.019085,16.9783,0.005836,1,,gaia2,bpbj,,5.28047631694225,2.94942439566938,52.4212313403537,44.8356459838505,0.107338131587921,0.069899174198826,1,0,47536491
353883122,20190415,,,675-020322,03293921+4454571,1237670960559948372,J032939.21+445457.0,241833223143622912,52823857,,STAR,tmgaia2,52.4134028372361,44.9158756177347,tmgaia2,2.08142,0.0758233,-3.91803,0.0550082,gaia2,0.482627,0.0350865,gaia2,150.134430595109,-9.4377303809889,61.5052798186043,25.1246796725545,16.317,0.074,15.57,0.183,17.2844,0.00931072,15.9134,0.00372128,15.3754,0.00374369,15.1628,0.00368781,15.0693,0.00507395,14.168,0.028,13.793,0.041,13.832,0.036,AAA-222-111-000-0-0,nan,13.796,0.027,13.785,0.035,12.113,nan,8.906,nan,15.4152,0.00037,14.9154,0.0087,rered,gaia2,6055.0,122.0,4.10875,nan,nan,nan,1.5531,nan,1.13,nan,0.301635,nan,DWARF,2.92111969,nan,1949.78,136.235,0.170274,0.009347605,,nan,,,nan,0.0100942,0.00860101,panstarrs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,127.01,145.46,bj2018,nan,nan,dered,15.8091,0.002122,14.8509,0.001859,1,,ucac4,apassdr9,,1.27202051782171,0.852851636386827,52.4134154923834,44.9158587484394,0.0282362099262482,0.0195689047541779,1,0,47536598
347565994,20190415,,,,03301880+4456572,1237670960560013620,,241738940021687936,,,STAR,tmgaia2,52.5784427874685,44.9492139645299,tmgaia2,2.53573,0.298135,-3.69738,0.19729,gaia2,0.451441,0.126389,gaia2,150.211838276544,-9.34323081105549,61.6394753466665,25.1255511525584,18.675,0.101,17.9848,0.0462,20.0863,0.0445652,18.4597,0.00730055,17.6192,0.0058262,17.3007,0.00586653,17.1052,0.0119879,16.207,0.078,15.673,0.119,15.643,0.168,ABC-222-111-ccc-0-0,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.682,0.001118,17.0314,0.0101,rered,gaia2,5285.0,126.0,4.5934,nan,nan,nan,0.797724,nan,0.91,nan,1.7926,nan,DWARF,0.447280169,nan,2003.77,544.03,0.208533,0.0129371,,nan,,,nan,0.0132867,0.0125875,panstarrs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,420.91,667.15,bj2018,nan,nan,dered,18.2406,0.010719,16.9771,0.006676,1,,gaia2,bpbj,,5.00177655244784,3.05866248736558,52.5784582137978,44.9491980452558,0.0926758472368106,0.0638967259910958,1,0,47514853
347566064,20190415,,,,03302977+4459496,1237670960560014669,J033029.76+445949.5,241739489776558080,,,STAR,tmgaia2,52.6240583539333,44.99709897939,tmgaia2,-2.03885,0.238393,-1.91737,0.185683,gaia2,0.461034,0.12318,gaia2,150.210576946151,-9.28550049047403,61.6879479958297,25.1630869692882,19.229,0.091,18.1223,0.0466,20.8475,0.0751584,18.7019,0.00811607,17.6761,0.00589483,17.2652,0.00578398,16.9851,0.0112262,15.852,0.066,15.331,0.082,15.154,0.106,AAA-222-111-000-0-0,nan,15.369,0.049,15.328,0.087,12.042,nan,9.043,nan,17.711,0.001121,16.9601,0.0074,rered,gaia2,4709.0,125.0,4.3061,nan,nan,nan,1.00812,nan,0.75,nan,0.732016,nan,DWARF,0.450232446,nan,1975.49,519.12,0.182433,0.007456615,,nan,,,nan,0.00946673,0.0054465,panstarrs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,404.04,634.2,bj2018,nan,nan,dered,18.4045,0.013642,16.9165,0.007073,1,,gaia2,bpbj,,4.00056153693913,2.87886983476143,52.624045940055,44.9970907240476,0.0922814401079871,0.0671537342005992,1,0,47514923
431760816,20190415,,,675-020505,03310007+4458122,1237670458050150693,J033100.07+445812.1,241737565632177280,,,STAR,tmgaia2,52.7503081373924,44.9700504472899,tmgaia2,1.64094,0.126833,1.99134,0.109224,gaia2,0.494978,0.059842,gaia2,150.300268453104,-9.25600624694377,61.775067152133,25.1132314630765,17.117,0.078,16.453,1.133,18.374,0.0167087,16.9633,0.00416157,16.3153,0.00398685,16.0634,0.00419704,15.916,0.00679827,14.986,0.046,14.683,0.071,14.581,0.092,AAA-222-111-000-0-0,nan,14.542,0.031,14.562,0.059,12.109,nan,8.904,nan,16.3657,0.000673,15.8009,0.0081,rered,gaia2,5762.0,123.0,4.34759,nan,nan,nan,1.12631,nan,1.03,nan,0.720879,nan,DWARF,1.25980747,nan,1897.73,222.87,0.200106,0.008263185,,nan,,,nan,0.00949399,0.00703238,panstarrs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,198.03,247.71,bj2018,nan,nan,dered,16.8239,0.004422,15.737,0.002789,1,,ucac4,bpbj,,2.12820427190236,1.69328801465588,52.7503181238165,44.9700590211154,0.0482502512195374,0.0327125020941061,1,0,47654382
456201012,20190415,,,,03292898+4450087,1237670960559948787,J032928.97+445008.1,241643827966665984,,,STAR,tmgaia2,52.3707511308815,44.8356457630425,tmgaia2,-1.07293,0.289555,-1.24199,0.180726,gaia2,0.476279,0.128022,gaia2,150.156062286245,-9.52076723604561,61.4493822339522,25.0554868361122,18.568,0.11,17.9734,0.0462,20.1545,0.0481906,18.4299,0.00719296,17.6403,0.00591871,17.3248,0.00590625,17.1317,0.0122514,16.141,0.088,15.882,0.143,15.329,0.162,ABC-222-111-000-0-0,nan,15.745,0.057,15.893,0.15,11.934,nan,8.986,nan,17.6911,0.001064,17.0636,0.0075,rered,gaia2,5327.0,126.0,4.68056,nan,nan,nan,0.725521,nan,0.92,nan,2.40901,nan,DWARF,0.381878555,nan,1920.26,510.75,0.184968,0.007061725,,nan,,,nan,0.00846222,0.00566123,panstarrs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,396.25,625.25,bj2018,nan,nan,dered,18.2161,0.010476,16.9995,0.00601,1,,gaia2,bpbj,,4.85604020905108,2.80201646917442,52.3707446164973,44.8356404155857,0.100082473088711,0.0654058370152859,1,0,47705207
456201245,20190415,,,,03292903+4459220,1237670960560014115,J032929.02+445922.2,241834494453348224,,,STAR,tmgaia2,52.3708909099905,44.9895103020093,tmgaia2,2.23881,0.255745,-2.71698,0.193674,gaia2,0.489895,0.12218,gaia2,150.066602748283,-9.39472204224573,61.4950771914666,25.2036854800054,18.41,0.12,18.0998,0.0463,19.8782,0.0391367,18.4764,0.00734485,17.8096,0.00627662,17.5328,0.00648718,17.3885,0.0142798,16.32,0.1,15.984,0.171,15.73,nan,ACU-220-110-000-0-0,nan,16.187,0.077,16.564,0.309,12.063,nan,8.903,nan,17.8608,0.001208,17.2847,0.0084,rered,gaia2,5562.0,131.0,4.89707,nan,nan,nan,0.583599,nan,0.98,nan,4.93041,nan,DWARF,0.293661535,nan,1883.17,473.36,0.168739,0.008997035,,nan,,,nan,0.00898282,0.00901125,panstarrs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,371.23,575.49,bj2018,nan,nan,dered,18.3328,0.013535,17.2219,0.00813,1,,gaia2,bpbj,,4.29160785567428,3.00280316545831,52.3709045395538,44.9894986039017,0.0978458418750034,0.0717011832362195,1,0,47705440
353883095,20190415,,,675-020357,03295362+4453594,,J032953.65+445359.4,241645344093379200,53197379,,STAR,gaia2,52.473226556278,44.8998635307605,gaia2,2.83682,0.0998906,-5.22643,0.0714834,gaia2,0.461994,0.0460735,gaia2,150.178905428854,-9.42647465709444,61.5456282404041,25.0979068964012,nan,nan,16.2469,0.0461,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.254,0.038,13.884,0.054,13.9,0.059,AAA-222-111-000-0-0,nan,13.637,0.027,13.682,0.034,12.133,nan,8.876,nan,16.0336,0.000496,15.4908,0.0097,rered,gaia2,5778.0,128.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,2025.71,195.625,0.170899,0.009631735,,nan,SPLIT,,nan,0.00968974,0.00957373,panstarrs,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,177.53,213.72,bj2018,nan,nan,dered,16.4185,0.009218,15.3751,0.008045,1,,gaia2,,,1.67565975909442,1.10827952450896,52.4732437994943,44.8998410280773,0.0362932784281082,0.0252127188640099,1,0,47536571
